record_id,title,release_date,director,studio,country,subgenre,runtime,mpaa_rating,budget_usd,box_office_usd,user_score,vote_count
4788,The Lighthouse,2019/07/27,Robert Eggers,a24,United States,Haunted House,126,Unrated,300000,"$2,231,378",8.3,241532
3742,HIGH TENSION,8/8/2003,Alexandre Aja,EuropaCorp,FRANCE,Zombie|Kaiju,,G,1500000,,4.6,452224
4757,Us,08-11-2019,Jordan Peele,Universal Pictures,USA ,Psychological,131,PG,"10,000,000","$40,925,924",6.6,216992
3049,Re-Animator,19-07-1985,Stuart Gordon,Empire Pictures,USA ,Body Horror,140 min,Unrated,"$120,000",$1181119,9.0,414063
2841,Poltergeist,13-11-1982,Tobe Hooper,MGM,U.S.A.,Cosmic Horror|Gothic,151 min,PG,USD 10000000,$77775922,9.0,215294
5343,The Fog,12/08/1980,John Carpenter,Avco Embassy,United States,Vampire,102 min,NC-17,"1,500,000",USD 3085118,,134983
4231,The Conjuring,06-06-2013,James Wan,Warner Bros,United States,Werewolf,91,Unrated,"$50,000",75128,9.0,182342
3518,the others,2001/03/17,Alejandro Amenabar,warner bros.,Spain,Splatter,160,G,USD 10000000,"55,008,994",8.7,401495
4089,Martyrs,2/18/2008,Pascal Laugier,Wild Bunch,France,Psychological,116 min,G,"20,000,000","$87,265,784",5.1,99273
4703,Suspiria,03/15/2018,Luca Guadagnino,Amazon Studios,ITALY,Folk Horror|Splatter,154,PG,,"$3,561,660",8.6,472890
5058,SKINAMARINK,03/28/2022,Kyle Edward Ball,IFC Midnight,Canada,Splatter,161,G,"$1,500,000","$11,408,908",5.1,54286
3420,The Sixth Sense,1999-05-22,M. Night Shyamalan,Buena Vista,United States,Comedy Horror,157,G,"$300,000","$3,957,945",5.3,190514
4846,Parasite,06-07-2019,Bong Joon-ho,CJ Entertainment,Korea,Folk Horror,1h 21m,G,"$1,500,000","469,037",6.5,197851
3582,28 Days Later,12/05/2002,Danny Boyle,Fox Searchlight,England,Folk Horror,147,R,"$6,000,000",,8.7,359845
2181,  Don't Look Now ,1973/11/15,Nicolas Roeg,Casey Productions,UK,Zombie|Found Footage,121 min,R,USD 3000000,USD 8311755,5.4,244196
5147,Late Night with the Devil,2023-12-24,Colin Cairnes,IFC Films,Australia,Psychological,70,,6000000,$44680381,8.2,306889
4426,Green Room,08-12-2015,Jeremy Saulnier,a24,USA ,Body Horror,94min,G,"750,000","9,129,839",9.0,437939
2115,THE WICKER MAN,7/25/1973,Robin Hardy,British Lion Films,England,Zombie,77,Unrated,"$6,000,000","$4,977,047",5.9,85179
1709,Eyes Without a Face,1960-09-09,Georges Franju,Champs-Elysees,France,Giallo,,Unrated,"$20,000,000",158166156,8.5,42458
4254,The Conjuring,11/10/2013,James Wan,Warner Bros,USA ,Werewolf,91 min,Unrated,"$50,000",USD 75128,9.0,253553
1938,Repulsion,1965-08-08,Roman Polanski,Compton Films,England,Cosmic Horror|Supernatural,142,,"$300,000",$4103145,7.3,343393
3614,  Ju-on The Grudge ,8/9/2002,Takashi Shimizu,Toei,Japan,Slasher,113 min,Unrated,120000,547265,5.4,462197
1890,Onibaba,1964/09/07,Kaneto Shindo,TOHO,Nippon,Supernatural|Found Footage,90min,PG,,254458145,6.4,201849
3193,Jacob's Ladder,1990/07/01,Adrian Lyne,TriStar Pictures,USA,Vampire,1h 47m,Not Rated,,"$1,088,354",5.5,123543
2090,The Wicker Man,02/06/1973,Robin Hardy,British Lion Films,United Kingdom,Zombie,77 min,,"$6,000,000",4977047,5.9,305069
3803,Saw,2004/10/22,James Wan,Lions Gate,USA ,Occult,75,Not Rated,$10000000,,6.1,386105
1795,The Birds,2/16/1963,Alfred Hitchcock,Universal  ,us,Slasher|Psychological,,PG-13,"$3,000,000","34,881,029",5.2,70962
4576,  Get Out ,04/01/2017,Jordan Peele,Blumhouse Productions,U.S.A.,Comedy Horror,111 min,,USD 120000,$1256432,7.9,310919
4345,It Follows,09-08-2014,,Radius-TWC,United States,Found Footage,93,Unrated,$1500000,"15,379,273",8.1,77481
2735,An American Werewolf in London,02-02-1981,John Landis,UNIVERSAL,United Kingdom,Cosmic Horror,89min,Unrated,$50000,USD 400014,8.8,412431
3003,Phenomena,1985/07/18,Dario Argento,DACFILM Rome,ITALY,Comedy Horror,2h 10m,PG-13,$6000000,"9,032,401",9.1,360350
2526,Alien,5/2/1979,Ridley Scott,20th Century Fox,United Kingdom,Occult|Creature Feature,116,G,$10000000,15461470,6.4,441995
3707,A Tale of Two Sisters,08/24/2003,Kim Jee-woon,Cineclick Asia,S. Korea,Folk Horror,97,PG,3000000,"26,985,529",9.2,218406
3758,  Shaun of the Dead ,8/27/2004,Edgar Wright,universal,UK,Cosmic Horror,74,PG-13,"$10,000,000",,8.6,6169
2463,  Halloween ,1978-01-23,John Carpenter,Compass International,United States,Supernatural,2h 44m,PG-13,"$10,000,000","$129,695,880",6.8,434576
2906,  City of the Living Dead ,1980-08-18,Lucio Fulci,Dania Film,ITALY,Psychological,102min,G,3000000,6159368,8.8,138772
1144,The Mummy,06-01-1932,Karl Freund,universal,USA ,Vampire,,Unrated,,"46,257,698",5.7,37401
5064,skinamarink,12/21/2022,Kyle Edward Ball,IFC Midnight,canada,Splatter,2h 41m,G,USD 1500000,"11,408,908",5.1,162019
4653,A Quiet Place,25-06-2018,John Krasinski,Paramount Pictures,USA,Supernatural,100,Not Rated,"$300,000",3147005,8.7,131127
2394,Rabid,1977-09-11,,Cinepix,Canada,Splatter,81 min,G,"1,500,000",$693556,7.4,178920
3852,Wolf Creek,03-02-2005,Greg McLean,Roadshow,Australia,Vampire,1h 50m,G,"$6,000,000","$46,531,729",7.5,274240
4881,Possessor,2020/09/27,Brandon Cronenberg,NEON,canada,Occult,138min,G,300000,667524,8.1,129998
2395,rabid,1977-11-23,,Cinepix,canada,Splatter,81,G,"$1,500,000","$693,556",7.4,73425
1646,Black Sunday,9/2/1960,Mario Bava,Galatea Film,italy,Supernatural|Psychological,113,NC-17,"$50,000",,6.5,286483
2742,  An American Werewolf in London ,1981-10-03,John Landis,universal,England,Cosmic Horror,89 min,Unrated,50000,USD 400014,8.8,402910
4807,The Lighthouse,9/5/2019,Robert Eggers,A-24,United States,Haunted House,126,Unrated,300000,"2,231,378",,131265
3081,Hellraiser,06/20/1987,Clive Barker,New World Pictures,England,Slasher,98,G,"$50,000","$269,251",6.8,242161
3124,Evil Dead II,12/23/1987,Sam Raimi,De Laurentiis,U.S.A.,Comedy Horror,139 min,R,"35,000,000",148908651,5.8,54905
2753,Scanners,1981/08/03,David Cronenberg,Avco Embassy,CANADA,Found Footage,130 min,PG,"$35,000,000",USD 325820643,8.9,244275
5228,Nosferatu,2024-08-06,Robert Eggers,Focus Features,U.S.A.,Occult,,Not Rated,"10,000,000","$23,048,052",7.7,299701
4421,Green Room,2015/04/28,Jeremy Saulnier,a24,USA,Body Horror,1h 34m,G,USD 750000,"$9,129,839",9.0,87821
4926,Malignant,26-05-2021,,Warner Bros,us,Zombie,138 min,PG-13,50000,"583,939",7.5,115481
3869,Wolf Creek,2005-12-06,Greg McLean,Roadshow,Australia,Vampire,110min,G,"$6,000,000","$46,531,729",7.5,433836
1235,The Wolf Man,03/27/1941,George Waggner,Universal Pictures,United States,Psychological,126,Not Rated,35000000,"341,406,775",5.4,226225
5030,  Talk to Me ,8/4/2022,Danny Philippou,A-24,Australia,Psychological,122,,"$35,000,000","$386,552,466",7.5,287875
1119,Frankenstein,02/17/1931,James Whale,Universal,USA,Supernatural|Slasher,117 min,NC-17,"$750,000",$1599134,6.4,220864
2740,An American Werewolf in London,1981-09-27,John Landis,Universal Pictures,England,Cosmic Horror,1h 29m,Unrated,50000,"400,014",8.8,435219
4252,The Conjuring,05/01/2013,James Wan,Warner Bros.,USA ,Werewolf,91,Unrated,"$50,000","$75,128",9.0,289636
4669,A Quiet Place,2018/10/05,John Krasinski,Paramount Pictures,USA,Supernatural,100,Not Rated,"$300,000",,8.7,361337
1200,bride of frankenstein,1935-06-23,James Whale,Universal,USA ,Giallo,83,PG-13,"$6,000,000",,8.0,451168
3251,Candyman,1992-11-07,Bernard Rose,TriStar Pictures,United States,Comedy Horror|Zombie,78 min,PG-13,"$50,000","197,869",6.1,202316
3634,Ju-on The Grudge,03/20/2002,Takashi Shimizu,Toei,Nippon,Slasher,113 min,,"120,000","547,265",5.4,48795
2621,THE FOG,11-06-1980,John Carpenter,Avco Embassy,U.S.A.,Vampire,102,NC-17,"$1,500,000","3,085,118",4.7,141487
2297,The Omen,1976-12-21,Richard Donner,20th Century Fox,U.S.A.,Vampire,2h 24m,PG,"3,000,000",USD 5923606,8.9,327300
1792,The Birds,01/26/1963,Alfred Hitchcock,UNIVERSAL,us,Slasher|Psychological,106,PG-13,3000000,34881029,5.2,135654
1765,The Innocents,1961-07-03,Jack Clayton,20th Century Fox,UK,Splatter,122min,NC-17,"$1,500,000",USD 19063753,7.0,390931
3293,Ringu,07/12/1998,Hideo Nakata,Toho Co.,Japan,Psychological,71,PG,"$20,000,000",8179313,4.9,341863
4746,Us,18-06-2019,Jordan Peele,Universal Pictures,United States,Psychological,2h 11m,PG,"10,000,000","40,925,924",6.6,45260
2998,Phenomena,1985-05-21,Dario Argento,DACFILM Rome,Italy,Comedy Horror,2h 10m,PG-13,6000000,"$9,032,401",,146308
5065,SKINAMARINK,2022/11/09,Kyle Edward Ball,IFC Midnight,canada,Splatter,161 min,G,"$1,500,000","$11,408,908",5.1,265884
2447,halloween,11/21/1978,John Carpenter,Compass International,us,Supernatural,164 min,PG-13,"$10,000,000",,6.8,258120
4517,Raw,2016/10/20,Julia Ducournau,Wild Bunch,France,Folk Horror|Cosmic Horror,156,R,300000,USD 2396256,8.5,395733
3501,The Devil's Backbone,05-07-2001,Guillermo del Toro,Warner Sogefilms,Spain,Gothic,117 min,PG-13,"$750,000",555817,6.6,274630
1788,Carnival of Souls,11/08/1962,Herk Harvey,Herts-Lion International,USA,Body Horror,100 min,PG,"20,000,000",$22553699,8.7,109773
4396,The Witch,2015-09-17,Robert Eggers,A24,U.S.A.,Haunted House|Body Horror,93,PG,35000000,"$242,985,712",8.2,308408
1964,Kill Baby Kill,02/23/1966,Mario Bava,FUL Films,italy,Vampire,72,Unrated,"6,000,000",$49406007,6.1,281412
4884,Possessor,5/7/2020,Brandon Cronenberg,Neon,canada,Occult,138,G,$300000,"$667,524",8.1,124404
1826,The Haunting,6/1/1963,Robert Wise,MGM,United Kingdom,Splatter,90,Unrated,USD 1500000,10197106,7.7,247178
4394,The Witch,04-08-2015,Robert Eggers,a24,United States,Haunted House|Body Horror,93 min,PG,"35,000,000","242,985,712",8.2,414352
4286,Oculus,4/26/2013,Mike Flanagan,Blumhouse Productions,U.S.A.,Kaiju|Haunted House,154,NC-17,"$120,000",1389242,5.5,398037
1444,Godzilla,4/18/1954,Ishiro Honda,TOHO,Japan,Cosmic Horror,160min,PG-13,"$6,000,000",USD 47256128,7.4,125954
5353,Night of the Living Dead,12/06/1968,George Romero,Image Ten,United States,Zombie,108,G,USD 1500000,"$19,103,735",8.1,84856
4010,The Orphanage,12/25/2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145,R,20000000,"$220,449,652",5.4,310598
1070,Dracula,4/9/1931,Tod Browning,UNIVERSAL,U.S.A.,Found Footage,84,R,300000,"471,267",5.6,402633
4609,It,2017-10-05,Andy Muschietti,warner bros.,USA,Zombie|Giallo,89,NC-17,1500000,1773625,5.8,276410
1874,Onibaba,12-09-1964,Kaneto Shindo,Toho Co.,Japan,Supernatural|Found Footage,90,PG,35000000,,6.4,91543
2299,The Omen,26-10-1976,Richard Donner,20th Century Fox,USA ,Vampire,144,PG,3000000,$5923606,8.9,464708
3184,Jacob's Ladder,4/13/1990,Adrian Lyne,TriStar Pictures,us,Vampire,107 min,Not Rated,$120000,$1088354,5.5,339658
2204,The Texas Chain Saw Massacre,1974-12-08,Tobe Hooper,Bryanston Pictures,United States,Supernatural,101 min,PG-13,"$3,000,000","$13,374,047",7.9,127801
4493,train to busan,03/14/2016,Yeon Sang-ho,Next Entertainment World,S. Korea,Giallo,2h 45m,,"$1,500,000",18027397,6.7,17149
1611,House on Haunted Hill,1959/12/14,William Castle,Allied Artists,U.S.A.,Cosmic Horror,2h 12m,PG-13,"$300,000","$4,138,573",6.0,26522
2712,AN AMERICAN WEREWOLF IN LONDON,1981/07/19,John Landis,UNIVERSAL,England,Cosmic Horror,89 min,Unrated,"$50,000",USD 400014,8.8,355713
1968,Kill Baby Kill,21-11-1966,Mario Bava,FUL Films,Italy,Vampire,72,,USD 6000000,"49,406,007",6.1,316010
2686,The Evil Dead,20-05-1981,Sam Raimi,New Line,USA ,Supernatural,114,NC-17,"$50,000",USD 547550,8.1,316910
4337,  It Follows ,11/13/2014,David Robert Mitchell,Radius-TWC,USA,Found Footage,93,Unrated,1500000,"15,379,273",8.1,340689
2602,The Shining,1980/01/07,Stanley Kubrick,Warner Bros.,United States,Psychological|Supernatural,151 min,Not Rated,"$750,000",2789629,6.8,101473
2357,Eraserhead,1977-12-13,David Lynch,Libra Films,USA,Zombie,149,PG-13,USD 3000000,39909840,8.3,360332
1461,Godzilla,22-06-1954,Ishiro Honda,Toho,JAPAN,Cosmic Horror,2h 40m,PG-13,"$6,000,000",47256128,,391770
2256,  Shivers ,1975/04/18,David Cronenberg,Cinepix,Canada,Cosmic Horror,,PG,"$1,500,000","18,485,513",8.0,2819
3561,pulse,10/13/2001,Kiyoshi Kurosawa,TOHO,JAPAN,Creature Feature|Body Horror,1h 39m,NC-17,"300,000","$190,306",5.2,351002
2381,RABID,6/21/1977,David Cronenberg,Cinepix,CANADA,Splatter,81min,G,$1500000,,7.4,375111
1908,Kwaidan,27-05-1964,Masaki Kobayashi,Toho Co.,Nippon,Comedy Horror|Gothic,,PG-13,,"$403,655",6.6,157855
2805,The Thing,24-07-1982,John Carpenter,Universal  ,us,Folk Horror|Psychological,1h 19m,R,USD 3000000,"21,098,115",8.6,212916
1261,The Wolf Man,1941/02/26,George Waggner,Universal,United States,Psychological,126,Not Rated,"35,000,000","341,406,775",5.4,310048
1433,Creature from the Black Lagoon,03/23/1954,Jack Arnold,UNIVERSAL,United States,Psychological|Cosmic Horror,1h 20m,PG,"$10,000,000","$131,198,528",,251786
2427,House,1977/01/27,Nobuhiko Obayashi,Toho,Nippon,Creature Feature,2h 37m,Not Rated,120000,USD 385505,8.3,149113
3214,The Silence of the Lambs,3/11/1991,Jonathan Demme,Orion Pictures,us,Supernatural|Kaiju,141,NC-17,,197214540,8.3,239658
1515,The Curse of Frankenstein,25-01-1957,Terence Fisher,Hammer Films,U.K.,Werewolf|Vampire,,PG-13,USD 10000000,"139,128,163",6.5,89593
1290,Cat People,07/06/1942,Jacques Tourneur,RKO Radio Pictures,USA ,Werewolf|Creature Feature,74 min,Not Rated,$300000,,6.8,241904
2999,phenomena,08/04/1985,Dario Argento,DACFILM Rome,Italy,Comedy Horror,130,PG-13,6000000,,9.1,125653
3860,Wolf Creek,2005-08-17,Greg McLean,Roadshow,Australia,Vampire,110,G,6000000,"$46,531,729",7.5,225260
1043,The Phantom of the Opera,1925/04/07,Rupert Julian,Universal Pictures,USA,Splatter|Haunted House,154 min,NC-17,USD 750000,"4,135,308",6.1,179742
3746,High Tension,07-01-2003,Alexandre Aja,EuropaCorp,france,Zombie|Kaiju,161,G,"1,500,000","12,580,491",4.6,196585
4387,The Witch,23-02-2015,Robert Eggers,A-24,U.S.A.,Haunted House|Body Horror,1h 33m,PG,"$35,000,000","242,985,712",8.2,410347
2180,Don't Look Now,07/17/1973,Nicolas Roeg,Casey Productions,U.K.,Zombie|Found Footage,2h 1m,R,"$3,000,000","$8,311,755",5.4,408122
4773,Midsommar,02/28/2019,Ari Aster,a24,USA,Comedy Horror,93min,G,6000000,"$31,450,041",6.8,52631
4887,Possessor,03/20/2020,Brandon Cronenberg,Neon,Canada,Occult,138,G,"300,000","$667,524",8.1,178821
3639,Ju-on The Grudge,2002/11/12,Takashi Shimizu,Toei,JAPAN,Slasher,113,Unrated,"$120,000","547,265",5.4,25049
3370,The Blair Witch Project,11/7/1999,,Artisan Entertainment,United States,Splatter,118,Unrated,"$300,000","2,812,847",9.0,339053
1481,Invasion of the Body Snatchers,1956/12/25,Don Siegel,Allied Artists,USA ,Gothic,123,R,,"13,594,388",6.5,195577
3298,  Ringu ,1998/11/25,Hideo Nakata,Toho Co.,JAPAN,Psychological,71 min,PG,"20,000,000","8,179,313",4.9,206983
3093,Hellraiser,12/23/1987,Clive Barker,New World Pictures,England,Slasher,98 min,G,"$50,000","269,251",6.8,371401
2667,Cannibal Holocaust,1980-10-24,Ruggero Deodato,United Artists Europa,ITALY,Gothic,126,NC-17,"$120,000",270483,6.4,252947
4001,The Orphanage,8/21/2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145,R,$20000000,$220449652,5.4,337091
1595,House on Haunted Hill,1/3/1959,William Castle,Allied Artists,USA ,Cosmic Horror,132min,,"$300,000","$4,138,573",6.0,149415
2928,Videodrome,5/6/1983,David Cronenberg,Universal  ,Canada,Supernatural,70min,NC-17,,$391950781,7.4,170408
1358,  The Thing from Another World ,07-08-1951,Christian Nyby,RKO Radio Pictures,U.S.A.,Giallo|Creature Feature,81 min,Unrated,50000,$36116,8.5,316694
1074,Dracula,1931/02/20,Tod Browning,Universal,USA ,Found Footage,84 min,R,"$300,000","$471,267",5.6,199757
1513,The Curse of Frankenstein,5/18/1957,Terence Fisher,HAMMER FILMS,U.K.,Werewolf|Vampire,129,PG-13,10000000,"139,128,163",6.5,112758
1839,The Haunting,6/1/1963,,MGM,U.K.,Splatter,90,Unrated,"$1,500,000","10,197,106",7.7,248875
2827,  The Thing ,21-04-1982,John Carpenter,Universal,U.S.A.,Folk Horror|Psychological,79,R,$3000000,"$21,098,115",8.6,221704
3927,THE HOST,2006-06-20,Bong Joon-ho,Showbox,Korea,Slasher,83,NC-17,,33187930,9.0,227785
4626,It,4/6/2017,Andy Muschietti,Warner Bros,USA ,Zombie|Giallo,89 min,NC-17,1500000,"1,773,625",5.8,3687
1882,Onibaba,01/06/1964,Kaneto Shindo,Toho,Japan,Supernatural|Found Footage,90,PG,"$35,000,000",254458145,6.4,82408
4285,  Oculus ,2013/04/28,Mike Flanagan,Blumhouse,USA ,Kaiju|Haunted House,154min,NC-17,"120,000","$1,389,242",5.5,69226
2994,Phenomena,07-02-1985,Dario Argento,DACFILM Rome,ITALY,Comedy Horror,130,PG-13,$6000000,"$9,032,401",9.1,311278
3234,Candyman,15-04-1992,Bernard Rose,TriStar Pictures,us,Comedy Horror|Zombie,78min,PG-13,USD 50000,197869,6.1,279730
2114,The Wicker Man,1973/10/23,Robin Hardy,British Lion Films,U.K.,Zombie,77min,Unrated,"$6,000,000",4977047,5.9,43985
3297,Ringu,1998-09-08,Hideo Nakata,TOHO,Nippon,Psychological,71 min,PG,$20000000,USD 8179313,4.9,189340
4302,The Babadook,2014-06-28,Jennifer Kent,Causeway Films,Australia,Found Footage|Zombie,86,Unrated,,49894496,7.0,66934
4615,  It ,02-06-2017,Andy Muschietti,Warner Bros,U.S.A.,Zombie|Giallo,89,NC-17,,"1,773,625",5.8,252645
5033,Talk to Me,08-12-2022,Danny Philippou,A-24,Australia,Psychological,122,NC-17,"$35,000,000","$386,552,466",7.5,475623
2105,The Wicker Man,02-09-1973,Robin Hardy,British Lion Films,England,Zombie,77min,Unrated,"6,000,000",4977047,5.9,158982
3780,SAW,01/08/2004,James Wan,Lions Gate,us,Occult,,Not Rated,"$10,000,000","$126,782,523",6.1,258569
3291,Ringu,07/08/1998,Hideo Nakata,Toho Co.,Nippon,Psychological,,PG,$20000000,USD 8179313,4.9,256368
1272,Cat People,1942-01-27,Jacques Tourneur,RKO Radio Pictures,USA ,Werewolf|Creature Feature,74 min,Not Rated,"$300,000",USD 927054,6.8,115414
5019,Pearl,2/24/2022,Ti West,a24,USA ,Cosmic Horror,2h 24m,G,"$3,000,000","$36,671,785",7.5,360344
5092,Infinity Pool,11/16/2023,Brandon Cronenberg,neon,Canada,Cosmic Horror,118,PG-13,"$35,000,000",98151327,6.4,176799
1250,The Wolf Man,1941-08-24,George Waggner,Universal  ,U.S.A.,Psychological,126 min,Not Rated,,"$341,406,775",5.4,161802
4488,Train to Busan,2016/04/24,,Next Entertainment World,Korea,Giallo,165 min,Unrated,"$1,500,000",$18027397,6.7,248664
3413,The Sixth Sense,02-02-1999,M. Night Shyamalan,Buena Vista,U.S.A.,Comedy Horror,157,G,"$300,000",3957945,5.3,346544
3390,The Blair Witch Project,1999/09/11,Daniel Myrick,Artisan Entertainment,us,Splatter,118,Unrated,"300,000","$2,812,847",9.0,146539
1508,The Curse of Frankenstein,1957-04-25,Terence Fisher,Hammer Films,U.K.,Werewolf|Vampire,129,PG-13,$10000000,,6.5,381823
4825,Parasite,05/12/2019,Bong Joon-ho,CJ Entertainment,South Korea,Folk Horror,81,,,"$469,037",6.5,71358
2355,Eraserhead,20-04-1977,David Lynch,Libra Films,U.S.A.,Zombie,149 min,PG-13,$3000000,"$39,909,840",8.3,49663
4282,Oculus,2013/09/02,Mike Flanagan,Blumhouse Productions,us,Kaiju|Haunted House,154,NC-17,120000,1389242,5.5,250403
5292,Possessor,1/10/2020,Brandon Cronenberg,NEON,canada,Occult,138,G,,$667524,8.1,4039
1840,The Haunting,12/24/1963,Robert Wise,MGM,United Kingdom,Splatter,90min,Unrated,"$1,500,000",10197106,7.7,212483
2402,rabid,21-03-1977,David Cronenberg,Cinepix,CANADA,Splatter,81,G,,"$693,556",7.4,269515
1336,The Uninvited,1944/08/25,Lewis Allen,Paramount,U.S.A.,Found Footage,125 min,Unrated,50000,$55760,8.7,43051
2074,Witchfinder General,17-08-1968,Michael Reeves,Tigon,U.K.,Giallo,153,Unrated,10000000,"$136,636,027",8.5,270127
1796,The Birds,1963-05-09,Alfred Hitchcock,Universal Pictures,USA,Slasher|Psychological,106min,PG-13,"$3,000,000","$34,881,029",5.2,36345
1229,The Wolf Man,1941/12/28,George Waggner,universal,USA ,Psychological,126 min,Not Rated,35000000,"$341,406,775",5.4,211821
4989,Barbarian,12/7/2022,Zach Cregger,20th Century Studios,United States,Cosmic Horror|Giallo,118min,R,$3000000,,7.6,333671
2135,the exorcist,1973-09-11,William Friedkin,WARNER BROS.,us,Haunted House|Vampire,,PG,,,7.9,448266
3032,Re-Animator,1985/05/08,Stuart Gordon,Empire Pictures,us,Body Horror,140,Unrated,$120000,"$1,181,119",9.0,240419
4449,Green Room,25-06-2015,Jeremy Saulnier,a24,U.S.A.,Body Horror,94,G,,,9.0,95795
4375,Goodnight Mommy,25-11-2014,Veronika Franz,Ulrich Seidl Film,Austria,Giallo,1h 15m,G,300000,"$165,609",6.1,460553
2919,City of the Living Dead,1980-02-23,Lucio Fulci,Dania Film,ITALY,Psychological,102,G,3000000,"$6,159,368",8.8,170140
3660,Dark Water,09/08/2002,Hideo Nakata,toho,Nippon,Comedy Horror,157min,R,USD 750000,,5.4,229114
1507,The Curse of Frankenstein,15-05-1957,Terence Fisher,Hammer,England,Werewolf|Vampire,,PG-13,"$10,000,000",$139128163,6.5,126447
5311,DON'T LOOK NOW,1973/12/20,Nicolas Roeg,Casey Productions,England,Zombie|Found Footage,121min,R,"$3,000,000",$8311755,5.4,159047
2231,  Deep Red ,05/09/1975,Dario Argento,Rizzoli Film,Italy,Supernatural,112,Not Rated,"$10,000,000",,8.9,5130
5175,The Substance,04/13/2024,Coralie Fargeat,Mubi,FRANCE,Psychological,75,NC-17,"50,000",,8.3,232870
3042,Re-Animator,1985/10/21,Stuart Gordon,Empire Pictures,us,Body Horror,140 min,Unrated,$120000,1181119,9.0,318532
2452,Halloween,1978/09/02,John Carpenter,Compass International,USA,Supernatural,164 min,PG-13,"10,000,000","129,695,880",6.8,96801
4400,The Witch,2015/01/27,Robert Eggers,A-24,us,Haunted House|Body Horror,93,,35000000,$242985712,8.2,208161
4877,Possessor,01-01-2020,Brandon Cronenberg,Neon,CANADA,Occult,138 min,G,,"667,524",8.1,448009
5339,The Sixth Sense,08/22/1999,M. Night Shyamalan,Buena Vista,United States,Comedy Horror,2h 37m,G,,"3,957,945",5.3,234918
2985,A NIGHTMARE ON ELM STREET,11/12/1984,Wes Craven,new line cinema,United States,Werewolf,117,Not Rated,"1,500,000","$10,311,433",5.9,434307
2201,The Texas Chain Saw Massacre,8/27/1974,Tobe Hooper,Bryanston Pictures,U.S.A.,Supernatural,101,PG-13,3000000,"$13,374,047",7.9,249777
4543,The Autopsy of Jane Doe,2016-07-20,Andre Ovredal,IFC Midnight,U.K.,Psychological|Giallo,102min,R,"120,000","$757,476",8.7,184678
2010,Rosemary's Baby,9/20/1968,Roman Polanski,Paramount Pictures,us,Giallo,137,PG,20000000,7001250,6.7,213735
3727,High Tension,2003-09-19,Alexandre Aja,EuropaCorp,france,Zombie|Kaiju,2h 41m,G,$1500000,,4.6,135367
2965,A Nightmare on Elm Street,11/03/1984,Wes Craven,New Line,U.S.A.,Werewolf,117,Not Rated,,$10311433,5.9,343765
2665,Cannibal Holocaust,1980/11/28,Ruggero Deodato,United Artists Europa,Italy,Gothic,126,NC-17,"$120,000",270483,,161922
1600,House on Haunted Hill,7/14/1959,William Castle,Allied Artists,USA,Cosmic Horror,132,PG-13,"$300,000","$4,138,573",6.0,316195
2295,THE OMEN,1976-01-04,Richard Donner,20th Century Fox,U.S.A.,Vampire,144,PG,"3,000,000",USD 5923606,8.9,171702
1023,nosferatu,02/21/1922,F.W. Murnau,Prana Film,Germany,Kaiju,1h 36m,Unrated,$35000000,$186704614,5.9,131405
4381,Goodnight Mommy,2014-07-03,Veronika Franz,Ulrich Seidl Film,Austria,Giallo,75 min,G,"$300,000","$165,609",6.1,178467
3942,Inside,2007/01/19,Alexandre Bustillo,La Fabrique de Films,France,Gothic,100 min,Unrated,35000000,$435166860,8.3,539
2094,The Wicker Man,1973/02/25,,British Lion Films,U.K.,Zombie,77,Unrated,USD 6000000,"4,977,047",5.9,110523
4179,Insidious,07/04/2010,James Wan,Blumhouse,us,Kaiju,122min,Not Rated,"$300,000",$636169,5.8,286214
2991,Phenomena,7/15/1985,Dario Argento,DACFILM Rome,ITALY,Comedy Horror,130,PG-13,"$6,000,000","$9,032,401",9.1,362422
4384,The Witch,07/25/2015,Robert Eggers,A-24,U.S.A.,Haunted House|Body Horror,93 min,PG,"$35,000,000",,8.2,14932
2666,Cannibal Holocaust,03/01/1980,Ruggero Deodato,United Artists Europa,ITALY,Gothic,126 min,NC-17,120000,,6.4,319339
1555,Horror of Dracula,1958-09-17,Terence Fisher,hammer films,England,Found Footage,117 min,R,"$10,000,000","99,981,464",8.6,420964
3542,  The Others ,2001/07/18,Alejandro Amenabar,warner bros.,Spain,Splatter,160min,G,$10000000,"55,008,994",8.7,343832
4438,GREEN ROOM,7/4/2015,Jeremy Saulnier,a24,us,Body Horror,1h 34m,G,$750000,"$9,129,839",9.0,396770
4135,Trick 'r Treat,2007/09/18,Michael Dougherty,warner bros.,USA ,Slasher,161min,R,20000000,"$87,142,789",5.1,320524
4223,Sinister,2012/05/20,Scott Derrickson,BlumHouse,U.S.A.,Found Footage|Zombie,78 min,PG-13,6000000,66545124,5.4,347532
3760,Shaun of the Dead,2004/03/13,,Universal Pictures,United Kingdom,Cosmic Horror,74,PG-13,10000000,"$73,150,220",8.6,271726
2227,Deep Red,1975/02/15,Dario Argento,Rizzoli Film,italy,Supernatural,112,Not Rated,,"$14,234,893",,157375
3934,Inside,3/9/2007,Alexandre Bustillo,La Fabrique de Films,france,Gothic,100,Unrated,"35,000,000","$435,166,860",8.3,440162
